id,date,open,high,low,close,volume,vol_fiat,sma10,sma20,sma30,sma50,sma100,sma200,sma400,sma500,sma1000,ema10,ema20,ema30,ema50,ema100,ema200,ema400,ema500,ema1000,macd1,macd2,macd3,macd4
1260,2025-05-15,21.23,21.63,21.185,21.55,66705457.0,1747339200000,20.891,20.453,20.912666666666667,21.8504,21.522399999999998,23.4573,31.34795,31.481080000000002,38.023055,0,0,0,0,0,0,0,0,0,0.33536202,0,0,0
1259,2025-05-14,22.35,22.46,21.46,21.52,91584827.0,1747252800000,20.787,20.452,21.003,21.801399999999997,21.557399999999998,23.501649999999998,31.3779,31.49086,38.063755,0,0,0,0,0,0,0,0,0,0.35168588,0,0,0
1257,2025-05-12,22.18,22.67,21.88,22.18,94578691.0,1747080000000,20.64,20.2825,21.084333333333333,21.764,21.604200000000002,23.54795,31.411025,31.499779999999998,38.104905,0,0,0,0,0,0,0,0,0,0.36162191,0,0,0
1256,2025-05-09,21.2,21.45,20.83,21.42,51768565.0,1746820800000,20.571,20.152,21.149,21.7062,21.6329,23.5872,31.444775,31.50648,38.142574999999994,0,0,0,0,0,0,0,0,0,0.2845669,0,0,0
1254,2025-05-08,21.01,21.24,20.64,21,71651698.0,1746734400000,20.488,20.073500000000003,21.291333333333334,21.665399999999998,21.6439,23.63155,31.47845,31.51562,38.181895,0,0,0,0,0,0,0,0,0,0.24328622,0,0,0
1253,2025-05-07,19.97,20.37,19.82,20.31,61134293.0,1746648000000,20.339000000000002,20.1225,21.392999999999997,21.634,21.6659,23.680799999999998,31.512649999999997,31.526419999999998,38.219225,0,0,0,0,0,0,0,0,0,0.17561901,0,0,0
1251,2025-05-06,19.92,20.12,19.77,19.94,51330772.0,1746561600000,20.192,20.2425,21.40533333333333,21.628,21.6858,23.7302,31.547575000000002,31.5382,38.258815000000006,0,0,0,0,0,0,0,0,0,0.142305,0,0,0
1249,2025-05-05,20.39,20.58,20.235,20.27,44236981.0,1746475200000,20.121000000000002,20.381,21.404999999999998,21.624200000000002,21.7154,23.781149999999997,31.585275000000003,31.54898,38.300115,0,0,0,0,0,0,0,0,0,0.13379158,0,0,0
1247,2025-05-02,20.26,20.78,20.21,20.62,63298512.0,1746216000000,20.125,20.5385,21.421,21.6148,21.7419,23.8334,31.622675,31.5583,38.342725,0,0,0,0,0,0,0,0,0,0.10969692,0,0,0
1245,2025-04-30,19.71,20.18,19.55,20.1,68297323.0,1746043200000,20.037,20.7175,21.427333333333333,21.6082,21.7625,23.8807,31.6583,31.566860000000002,38.382885,0,0,0,0,0,0,0,0,0,0.05382576,0,0,0
1243,2025-04-28,20.12,21.08,20.05,20.51,96624416.0,1745870400000,20.015,20.9235,21.515333333333334,21.6228,21.784899999999997,23.9373,31.694025,31.57694,38.423185,0,0,0,0,0,0,0,0,0,0.03188856,0,0,0
1242,2025-04-25,19.73,20.18,19.34,20.05,147703174.0,1745611200000,20.116999999999997,21.111,21.622666666666664,21.644000000000002,21.7996,23.99345,31.73225,31.587139999999998,38.465865,0,0,0,0,0,0,0,0,0,-0.02283246,0,0,0
1240,2025-04-24,21.035,21.55,20.88,21.49,117086220.0,1745524800000,19.925,21.3065,21.724,21.6802,21.8275,24.0537,31.77155,31.59798,38.506935,0,0,0,0,0,0,0,0,0,-0.04007492,0,0,0
1238,2025-04-23,20.715,21.03,20.31,20.59,97188092.0,1745438400000,19.732999999999997,21.438,21.791666666666668,21.6858,21.837,24.1054,31.8099,31.60712,38.546155,0,0,0,0,0,0,0,0,0,-0.19266466,0,0,0
1237,2025-04-22,19.055,19.735,19.04,19.51,83365634.0,1745352000000,19.659,21.693,21.91433333333333,21.667399999999997,21.854200000000002,24.1626,31.8448,31.62116,38.588575,0,0,0,0,0,0,0,0,0,-0.32385042,0,0,0
1235,2025-04-21,18.93,18.985,18.25,18.84,72409946.0,1745265600000,19.906,21.919999999999998,22.133666666666667,21.671599999999998,21.8935,24.2214,31.881925000000003,31.638540000000003,38.630675000000004,0,0,0,0,0,0,0,0,0,-0.390622,0,0,0
1233,2025-04-16,19.34,19.43,18.72,19.23,89469703.0,1744833600000,20.293,22.012,22.363,21.678800000000003,21.940700000000003,24.282449999999997,31.920075,31.65856,38.673685,0,0,0,0,0,0,0,0,0,-0.39104091,0,0,0
1231,2025-04-14,20.59,21.05,19.9801,20.31,101964371.0,1744660800000,20.641,22.047,22.634999999999998,21.6772,21.9806,24.33885,31.956075000000002,31.67738,38.716925,0,0,0,0,0,0,0,0,0,-0.37905422,0,0,0
1229,2025-04-11,19.245,19.795,18.175,19.74,128425810.0,1744401600000,20.952,22.069,22.744666666666667,21.6686,22.0121,24.386550000000003,31.99035,31.69386,38.758425,0,0,0,0,0,0,0,0,0,-0.44380201,0,0,0
1228,2025-04-10,20.675,20.82,19.16,19.88,129064855.0,1744315200000,21.398000000000003,22.1225,22.785666666666668,21.6712,22.0479,24.438299999999998,32.024425,31.709979999999998,38.799345,0,0,0,0,0,0,0,0,0,-0.47542235,0,0,0
1227,2025-04-09,18.07,21.73,17.975,21.53,223917890.0,1744228800000,21.832,22.2655,22.782,21.6848,22.0729,24.488899999999997,32.060875,31.72568,38.838325,0,0,0,0,0,0,0,0,0,-0.50793945,0,0,0
1225,2025-04-08,20.06,20.39,17.665,18.13,163982681.0,1744142400000,22.105,22.3755,22.701,21.6586,22.0835,24.534650000000003,32.0933,31.739099999999997,38.875575,0,0,0,0,0,0,0,0,0,-0.6902853,0,0,0
1223,2025-04-07,19.14,20.67,18.56,19.57,142491152.0,1744056000000,22.688,22.6235,22.751666666666665,21.6924,22.1248,24.598850000000002,32.1339,31.760939999999998,38.916605000000004,0,0,0,0,0,0,0,0,0,-0.57481079,0,0,0
1221,2025-04-04,21.7,22.2,19.7,19.85,175014739.0,1743796800000,23.143,22.821,22.74233333333333,21.706999999999997,22.153000000000002,24.655500000000004,32.16785,31.77918,38.955214999999995,0,0,0,0,0,0,0,0,0,-0.47914153,0,0,0
1219,2025-04-02,21.89,22.38,21.7,21.98,58878848.0,1743624000000,23.727,23.042,22.726666666666667,21.7188,22.1814,24.7088,32.2029,31.80012,38.994155,0,0,0,0,0,0,0,0,0,-0.31165506,0,0,0
1217,2025-03-31,22.38,22.745,21.75,22.71,65832019.0,1743451200000,23.934,23.2475,22.641666666666666,21.687199999999997,22.196199999999997,24.750749999999996,32.2329,31.81268,39.029855000000005,0,0,0,0,0,0,0,0,0,-0.24247334,0,0,0
1215,2025-03-28,23.35,23.58,22.56,22.71,58365257.0,1743192000000,23.731,23.398,22.551666666666666,21.636999999999997,22.2082,24.78955,32.259375,31.82316,39.065144999999994,0,0,0,0,0,0,0,0,0,-0.18799368,0,0,0
1213,2025-03-26,24.25,24.4194,23.25,23.42,58820364.0,1743019200000,23.453,23.631999999999998,22.453,21.5732,22.2203,24.832800000000002,32.28445,31.83406,39.099125,0,0,0,0,0,0,0,0,0,-0.08643863,0,0,0
1211,2025-03-25,24.175,24.75,24.11,24.2,50582198.0,1742932800000,23.186,23.641,22.332333333333334,21.486,22.221500000000002,24.875100000000003,32.305524999999996,31.8474,39.131215,0,0,0,0,0,0,0,0,0,0.00300773,0,0,0
1209,2025-03-24,24.715,24.99,24.13,24.22,65704110.0,1742846400000,22.847,23.479499999999998,22.201999999999998,21.388,22.207600000000003,24.929650000000002,32.32495,31.858400000000003,39.16308,0,0,0,0,0,0,0,0,0,0.04033934,0,0,0
1208,2025-03-21,23.6,24.7,23.49,24.26,91240023.0,1742587200000,22.699,23.256999999999998,22.089,21.312399999999997,22.191,24.98105,32.345675,31.869799999999998,39.192449999999994,0,0,0,0,0,0,0,0,0,0.08577728,0,0,0
1206,2025-03-20,23.77,24.31,23.73,23.96,67623070.0,1742500800000,22.646,22.999000000000002,21.999333333333333,21.2438,22.1668,25.031149999999997,32.369074999999995,31.88182,39.2234,0,0,0,0,0,0,0,0,0,0.09818009,0,0,0
1204,2025-03-19,24.9,25.2299,24.03,24.12,132486680.0,1742414400000,22.559,22.7835,21.929333333333332,21.1714,22.1386,25.0834,32.392775,31.89234,39.25488,0,0,0,0,0,0,0,0,0,0.1029296,0,0,0
1202,2025-03-17,24.42,26.145,24.37,25.69,157649292.0,1742241600000,22.499000000000002,22.541999999999998,21.851,21.0914,22.105100000000004,25.1338,32.41475,31.90094,39.28742,0,0,0,0,0,0,0,0,0,0.06299478,0,0,0
1200,2025-03-14,23.675,24.37,23.52,24.05,113408123.0,1741982400000,22.357,22.226499999999998,21.650333333333332,20.9808,22.0629,25.180549999999997,32.43445,31.90718,39.32419,0,0,0,0,0,0,0,0,0,-0.18766682,0,0,0
1198,2025-03-12,20.79,21.17,20.21,20.68,122923967.0,1741809600000,22.561,21.9955,21.505999999999997,20.916,22.0315,25.238699999999998,32.459575,31.91828,39.35881,0,0,0,0,0,0,0,0,0,-0.41324486,0,0,0
1196,2025-03-10,20.24,20.51,19.65,19.93,79734606.0,1741636800000,23.065,21.962,21.456666666666667,20.9208,22.0213,25.316599999999998,32.491225,31.9375,39.39612,0,0,0,0,0,0,0,0,0,-0.40490214,0,0,0
1194,2025-03-06,20.26,21.13,20,20.75,94401002.0,1741294800000,23.811,21.953,21.430666666666664,20.938200000000002,22.0156,25.3985,32.5239,31.95734,39.433769999999996,0,0,0,0,0,0,0,0,0,-0.28207858,0,0,0
1191,2025-03-05,21.33,21.36,20.18,20.81,125157610.0,1741208400000,24.096,21.9055,21.401666666666664,20.972599999999996,22.004499999999997,25.473200000000002,32.5538,31.97472,39.472269999999995,0,0,0,0,0,0,0,0,0,-0.15125373,0,0,0
1189,2025-03-03,25,25.04,22.52,22.74,136525041.0,1741035600000,24.112000000000002,21.8795,21.370333333333335,21.035,21.9871,25.5573,32.584025000000004,31.99172,39.508410000000005,0,0,0,0,0,0,0,0,0,0.061995,0,0,0
1187,2025-02-28,23.02,24.44,22.64,23.73,100645843.0,1740776400000,23.815,21.784,21.297666666666665,21.0612,21.948600000000003,25.6296,32.614675000000005,32.0037,39.53891,0,0,0,0,0,0,0,0,0,0.19117911,0,0,0
1185,2025-02-27,23.7,24.4,23.07,23.09,94037076.0,1740690000000,23.352,21.676,21.180666666666664,21.0596,21.9053,25.702600000000004,32.646275,32.01136,39.566720000000004,0,0,0,0,0,0,0,0,0,0.27142672,0,0,0
1183,2025-02-26,23.245,23.82,23.21,23.52,66665631.0,1740603600000,23.008,21.6145,21.071666666666665,21.0952,21.8687,25.77705,32.6781,32.020540000000004,39.595279999999995,0,0,0,0,0,0,0,0,0,0.43587326,0,0,0
1181,2025-02-24,24.55,24.8,23.62,24.27,89185932.0,1740430800000,22.585,21.527,20.964333333333332,21.1148,21.8345,25.853,32.70825,32.02696,39.623949999999994,0,0,0,0,0,0,0,0,0,0.6086672,0,0,0
1179,2025-02-20,25.56,26.12,24.48,26.09,144497001.0,1740085200000,22.096,21.297,20.836666666666666,21.1182,21.812199999999997,25.930300000000003,32.732350000000004,32.031279999999995,39.65078,0,0,0,0,0,0,0,0,0,0.7501611,0,0,0
1177,2025-02-19,25.98,26.33,25.46,25.72,150611083.0,1739998800000,21.43,20.9785,20.647,21.0766,21.7526,26.0015,32.7498,32.03152,39.6753,0,0,0,0,0,0,0,0,0,0.7260964,0,0,0
1175,2025-02-18,24.6,27.55,24.49,27.39,277361151.0,1739912400000,20.859,20.6525,20.463,21.0462,21.6915,26.0926,32.763850000000005,32.03116,39.69925,0,0,0,0,0,0,0,0,0,0.65884387,0,0,0
1173,2025-02-14,24.36,25.19,22.86,23.6,225068142.0,1739566800000,20.095,20.2405,20.200666666666667,20.9952,21.618299999999998,26.17825,32.774924999999996,32.028259999999996,39.72781,0,0,0,0,0,0,0,0,0,0.30174934,0,0,0
1172,2025-02-11,19.87,21.88,19.8618,20.97,147492724.0,1739307600000,19.715,20.054499999999997,20.049333333333333,21.0102,21.5836,26.281100000000002,32.794125,32.03324,0,0,0,0,0,0,0,0,0,0,0.08433874,0,0,0
1170,2025-02-10,19.25,20.08,19.24,19.77,60849068.0,1739221200000,19.647,19.9995,19.993666666666666,21.0914,21.5793,26.395100000000003,32.8191,32.043240000000004,0,0,0,0,0,0,0,0,0,0,-0.00590958,0,0,0
1168,2025-02-07,19.35,19.36,19.03,19.1,44334054.0,1738962000000,19.753,20.038999999999998,20.016000000000002,21.1944,21.582600000000003,26.5062,32.842175000000005,32.05736,0,0,0,0,0,0,0,0,0,0,-0.03416614,0,0,0
1166,2025-02-05,19.19,19.77,18.91,19.65,58387178.0,1738789200000,20.0,20.095,20.073666666666668,21.3134,21.605700000000002,26.61985,32.862925,32.07204,0,0,0,0,0,0,0,0,0,0,-0.00477046,0,0,0
1164,2025-02-04,19.1,19.53,19.02,19.29,44784264.0,1738702800000,20.221,20.1035,20.096666666666668,21.4444,21.6191,26.734450000000002,32.8863,32.08632,0,0,0,0,0,0,0,0,0,0,-0.01467196,0,0,0
1162,2025-02-03,18.97,19.75,18.78,19.38,74881613.0,1738616400000,20.469,20.154,20.124333333333333,21.5596,21.641399999999997,26.8501,32.91185,32.10158,0,0,0,0,0,0,0,0,0,0,0.01647093,0,0,0
1160,2025-01-31,20.1,20.33,19.38,19.43,114500578.0,1738357200000,20.497999999999998,20.207,20.150333333333332,21.6224,21.6563,26.9642,32.939099999999996,32.11712,0,0,0,0,0,0,0,0,0,0,0.06016091,0,0,0
1158,2025-01-30,19.72,20.1,19.43,20.01,107436612.0,1738270800000,20.527,20.2555,20.19633333333333,21.6978,21.668899999999997,27.0773,32.96535,32.13478,0,0,0,0,0,0,0,0,0,0,0.12036046,0,0,0
1157,2025-01-29,19.87,20.08,19.66,19.75,55811998.0,1738184400000,20.446,20.265,20.226666666666667,21.7436,21.668000000000003,27.1908,32.989525,32.15222,0,0,0,0,0,0,0,0,0,0,0.15741875,0,0,0
1155,2025-01-28,20.34,20.342,19.74,19.8,67311770.0,1738098000000,20.386,20.2535,20.261666666666667,21.8066,21.664099999999998,27.30525,33.012325000000004,32.1701,0,0,0,0,0,0,0,0,0,0,0.23251698,0,0,0
1153,2025-01-27,20.81,21.06,20.14,20.29,82095249.0,1738011600000,20.394,20.2165,20.350666666666665,21.869,21.663200000000003,27.42,33.035875000000004,32.18698,0,0,0,0,0,0,0,0,0,0,0.33107872,0,0,0
1151,2025-01-24,21.36,21.41,20.75,20.83,64364884.0,1737752400000,20.351999999999997,20.166999999999998,20.471999999999998,21.9168,21.6652,27.534699999999997,33.057525,32.20328,0,0,0,0,0,0,0,0,0,0,0.4193538,0,0,0
1150,2025-01-23,21.69,21.75,21.35,21.57,52114853.0,1737666000000,20.325,20.1475,20.579333333333334,21.947,21.6468,27.656750000000002,33.077600000000004,32.21828,0,0,0,0,0,0,0,0,0,0,0.46814119,0,0,0
1148,2025-01-22,21.725,22.285,21.57,21.86,58799888.0,1737579600000,20.19,20.1105,20.648666666666667,21.9552,21.6294,27.773200000000003,33.098925,32.23234,0,0,0,0,0,0,0,0,0,0,0.42921919,0,0,0
1146,2025-01-21,22.03,22.41,21.75,21.77,92549239.0,1737493200000,19.985999999999997,20.0345,20.749000000000002,21.974800000000002,21.611900000000002,27.883899999999997,33.1212,32.24696,0,0,0,0,0,0,0,0,0,0,0.3271493,0,0,0
1144,2025-01-16,19.75,19.95,19.4,19.67,43961646.0,1737061200000,19.839,19.952,20.84,21.988200000000003,21.609,28.0058,33.144875,32.26224,0,0,0,0,0,0,0,0,0,0,0.17077751,0,0,0
1142,2025-01-15,19.4,19.77,19.171,19.72,54942993.0,1736974800000,19.916,19.976499999999998,20.999000000000002,22.041,21.702800000000003,28.13,33.172325,32.282560000000004,0,0,0,0,0,0,0,0,0,0,0.14840918,0,0,0
1140,2025-01-13,18.92,19.249,18.73,19.2,50112074.0,1736802000000,19.984,20.031,21.142,22.1154,21.813000000000002,28.2472,33.197449999999996,32.30326,0,0,0,0,0,0,0,0,0,0,0.11363629,0,0,0
1138,2025-01-10,19.66,19.66,18.91,19.15,70142530.0,1736542800000,20.084,20.116999999999997,21.308666666666667,22.202600000000004,21.9223,28.379250000000003,33.2252,32.32266,0,0,0,0,0,0,0,0,0,0,0.12107798,0,0,0
1136,2025-01-08,19.825,20.12,19.71,19.88,46923293.0,1736370000000,20.121000000000002,20.1995,21.498333333333335,22.284000000000002,22.039099999999998,28.5026,33.254975,32.34181,0,0,0,0,0,0,0,0,0,0,0.15065346,0,0,0
1134,2025-01-06,20.83,20.98,19.78,19.87,80679573.0,1736197200000,20.038999999999998,20.329,21.647333333333332,22.3556,22.1538,28.61845,33.279925,32.36073,0,0,0,0,0,0,0,0,0,0,0.13679114,0,0,0
1132,2025-01-03,20.39,20.665,20.06,20.56,48081194.0,1735938000000,19.982,20.532,21.819333333333336,22.4246,22.2661,28.72905,33.302875,32.38033,0,0,0,0,0,0,0,0,0,0,0.13117126,0,0,0
1130,2025-01-02,20.23,20.43,20,20.22,45836588.0,1735851600000,19.97,20.7065,21.96466666666667,22.461,22.3775,28.839899999999997,33.323675,32.398849999999996,0,0,0,0,0,0,0,0,0,0,0.05804478,0,0,0
1128,2024-12-30,20.01,20.115,19.73,19.82,58083730.0,1735592400000,20.031,20.878,22.125666666666667,22.5084,22.5048,28.95375,33.347274999999996,32.416290000000004,0,0,0,0,0,0,0,0,0,0,0.00070652,0,0,0
1126,2024-12-27,20.21,20.605,20.09,20.3,47615670.0,1735333200000,20.083,21.1305,22.33833333333333,22.557199999999998,22.640300000000003,29.0696,33.373475,32.43639,0,0,0,0,0,0,0,0,0,0,-0.01424982,0,0,0
1124,2024-12-26,20.23,20.665,20.08,20.44,39287916.0,1735246800000,20.065,21.3405,22.496666666666666,22.599,22.7671,29.183000000000003,33.399875,32.45557,0,0,0,0,0,0,0,0,0,0,-0.06515337,0,0,0
1123,2024-12-24,20.22,20.4,19.96,20.4,29762297.0,1735074000000,20.037,21.5405,22.566,22.644000000000002,22.9114,29.29815,33.42665,32.47375,0,0,0,0,0,0,0,0,0,0,-0.14579749,0,0,0
1121,2024-12-23,19.58,20.23,19.52,20.2,57067106.0,1734987600000,20.078,21.721,22.659333333333333,22.7052,23.052,29.41875,33.455225,32.494369999999996,0,0,0,0,0,0,0,0,0,0,-0.23556902,0,0,0
1119,2024-12-20,18.97,19.76,18.9,19.52,102003353.0,1734728400000,20.15,21.921,22.729333333333333,22.7794,23.1934,29.535300000000003,33.485075,32.514669999999995,0,0,0,0,0,0,0,0,0,0,-0.33286396,0,0,0
1118,2024-12-19,19.53,19.69,19.03,19.06,65185524.0,1734642000000,20.278,22.187,22.842,22.867400000000004,23.3428,29.65795,33.516,32.53649,0,0,0,0,0,0,0,0,0,0,-0.38649024,0,0,0
1117,2024-12-18,20.48,20.58,19.21,19.3,77140235.0,1734555600000,20.619,22.451500000000003,22.970666666666666,22.956999999999997,23.4971,29.7836,33.548674999999996,32.55789,0,0,0,0,0,0,0,0,0,0,-0.38671778,0,0,0
1115,2024-12-17,20.64,20.77,20.2925,20.44,47264221.0,1734469200000,21.082,22.738,23.083333333333332,23.027199999999997,23.6391,29.9029,33.580475,32.57433,0,0,0,0,0,0,0,0,0,0,-0.37442091,0,0,0
1113,2024-12-16,20.17,21.1,20,20.83,72031531.0,1734382800000,21.443,22.962,23.146666666666665,23.0696,23.7834,30.02085,33.61025,32.59041,0,0,0,0,0,0,0,0,0,0,-0.42936346,0,0,0
1111,2024-12-13,20.6,20.8,20.25,20.34,54103676.0,1734123600000,21.725,23.173000000000002,23.185,23.0898,23.915,30.133249999999997,33.639475000000004,32.60557,0,0,0,0,0,0,0,0,0,0,-0.51891868,0,0,0
1109,2024-12-11,20.14,20.25,19.87,20.12,70735588.0,1733950800000,22.178,23.466,23.26833333333333,23.1058,24.031799999999997,30.24405,33.67065,32.62129,0,0,0,0,0,0,0,0,0,0,-0.55798596,0,0,0
1107,2024-12-10,20.83,20.86,19.96,20.16,87553421.0,1733864400000,22.616,23.7125,23.345666666666666,23.1188,24.1429,30.35735,33.702425,32.63583,0,0,0,0,0,0,0,0,0,0,-0.55232693,0,0,0
1105,2024-12-09,20.92,21.06,20.73,20.81,67901929.0,1733778000000,23.044,23.8305,23.417333333333332,23.145,24.252,30.47025,33.734775,32.650349999999996,0,0,0,0,0,0,0,0,0,0,-0.50450862,0,0,0
1104,2024-12-06,20.95,21.05,20.66,20.92,77479270.0,1733518800000,23.364,23.95,23.505,23.147,24.3523,30.58005,33.764975,32.665330000000004,0,0,0,0,0,0,0,0,0,0,-0.45170517,0,0,0
1102,2024-12-05,22.04,22.19,20.66,20.8,166990766.0,1733432400000,23.692,24.019,23.593,23.121799999999997,24.452800000000003,30.68845,33.79435,32.68035,0,0,0,0,0,0,0,0,0,0,-0.35812148,0,0,0
1100,2024-12-03,23.68,23.75,22.44,22.47,133512962.0,1733259600000,24.096,24.124000000000002,23.67366666666667,23.093000000000004,24.550700000000003,30.80125,33.822575,32.696889999999996,0,0,0,0,0,0,0,0,0,0,-0.19226604,0,0,0
1098,2024-12-02,24.84,25.48,23.44,23.93,146140094.0,1733173200000,24.284,24.1465,23.706666666666667,23.0364,24.6314,30.9043,33.8452,32.70449,0,0,0,0,0,0,0,0,0,0,-0.08667168,0,0,0
1096,2024-11-29,23.72,24.28,23.6,24.05,35618489.0,1732914000000,24.394,24.084,23.686333333333334,22.9392,24.699499999999997,30.999250000000004,33.8586,32.71105,0,0,0,0,0,0,0,0,0,0,-0.07218326,0,0,0
1094,2024-11-27,23.83,23.93,23.06,23.65,53435249.0,1732741200000,24.481,23.9985,23.630666666666666,22.836,24.764699999999998,31.098200000000002,33.871425,32.71777,0,0,0,0,0,0,0,0,0,0,-0.05694525,0,0,0
1092,2024-11-25,25.04,25.565,24.76,24.87,81864534.0,1732568400000,24.621000000000002,23.915,23.595333333333333,22.750999999999998,24.8391,31.1982,33.8857,32.724830000000004,0,0,0,0,0,0,0,0,0,0,0.01358955,0,0,0
1091,2024-11-22,24.35,24.68,24.14,24.5,35073760.0,1732309200000,24.754,23.813499999999998,23.508333333333333,22.6422,24.8966,31.3216,33.896100000000004,32.72903,0,0,0,0,0,0,0,0,0,0,-0.00716466,0,0,0
1089,2024-11-21,24.08,24.77,23.83,24.44,54658296.0,1732222800000,24.809,23.710500000000003,23.438,22.5542,24.9579,31.44455,33.905175,32.732189999999996,0,0,0,0,0,0,0,0,0,0,-0.01146159,0,0,0
1088,2024-11-20,24.07,24.21,23.55,24.01,48263818.0,1732136400000,24.617,23.604,23.379666666666665,22.5062,25.0233,31.566799999999997,33.915225,32.73531,0,0,0,0,0,0,0,0,0,0,-0.01240398,0,0,0
1086,2024-11-19,24.5,24.54,24.095,24.2,57050202.0,1732050000000,24.536,23.575499999999998,23.361333333333334,22.428600000000003,25.087699999999998,31.687849999999997,33.9281,32.73903,0,0,0,0,0,0,0,0,0,0,0.03956338,0,0,0
1084,2024-11-18,24.33,25.02,24.16,24.84,54581080.0,1731963600000,24.346,23.5435,23.351666666666667,22.336799999999997,25.1503,31.8076,33.942125000000004,32.74347,0,0,0,0,0,0,0,0,0,0,0.09167245,0,0,0
1082,2024-11-15,24.81,24.82,24.23,24.35,52023906.0,1731704400000,24.152,23.4625,23.321,22.2414,25.2095,31.9171,33.95105,32.74561,0,0,0,0,0,0,0,0,0,0,0.09938422,0,0,0
1081,2024-11-14,25.12,25.61,24.9346,25.03,47936738.0,1731618000000,24.009,23.418,23.294,22.156999999999996,25.275199999999998,32.02565,33.9602,32.74975,0,0,0,0,0,0,0,0,0,0,0.16025224,0,0,0
1079,2024-11-13,24.06,25.14,24.02,24.92,56916233.0,1731531600000,23.774,23.3325,23.220000000000002,22.0672,25.334,32.135799999999996,33.965,32.75035,0,0,0,0,0,0,0,0,0,0,0.17142259,0,0,0
1077,2024-11-11,25.96,26.2863,24.83,25.05,66026186.0,1731358800000,23.516,23.2055,23.141333333333332,21.9708,25.3922,32.2468,33.970749999999995,32.75059,0,0,0,0,0,0,0,0,0,0,0.18221007,0,0,0
1075,2024-11-08,26,26.43,25.83,26.2,75376131.0,1731099600000,23.209,23.0825,23.034333333333333,21.898000000000003,25.4459,32.35975,33.974225000000004,32.75089,0,0,0,0,0,0,0,0,0,0,0.17375603,0,0,0
1073,2024-11-06,24.3,25.12,24.05,25.05,114559359.0,1730926800000,22.872999999999998,22.8855,22.865666666666666,21.7938,25.4917,32.466100000000004,33.973675,32.74993,0,0,0,0,0,0,0,0,0,0,0.00913934,0,0,0
1071,2024-11-04,22.96,23,22,22.52,83873160.0,1730754000000,22.612000000000002,22.7525,22.723000000000003,21.723200000000002,25.5415,32.5811,33.974875000000004,32.75419,0,0,0,0,0,0,0,0,0,0,-0.15410639,0,0,0
1069,2024-11-01,23,23.58,21.91,23.2,172084111.0,1730491200000,22.591,22.761000000000003,22.688,21.6902,25.6192,32.71075,33.98355,32.76443,0,0,0,0,0,0,0,0,0,0,-0.14594445,0,0,0
1067,2024-10-30,22.415,22.93,22.26,22.3,48321415.0,1730318400000,22.615000000000002,22.774,22.611666666666668,21.64,25.695700000000002,32.8292,33.991550000000004,32.77343,0,0,0,0,0,0,0,0,0,0,-0.19904919,0,0,0
